entryno, test0, test1, test2, test3, test4, test5, test2_4, test3_4, test4_4, test5_4, test2_8, test4_8, test5_8, test2_16
2015CS10235,25,0.00201503,10.4275,0.0525058,30.2378,30.4555,11.1889,0.0774238,30.9717,31.125,10.7629,30.1219,32.1617,10.9833
